time,lat,lon,ele,power,hr,cad
1606,-11.6533290,166.9554840,0.8,194,161,85
1607,-11.6532550,166.9554630,0.8,218,161,86
1608,-11.6531830,166.9554520,0.8,196,161,87
1609,-11.6531110,166.9554520,0.8,181,161,84
1610,-11.6530390,166.9554310,0.8,191,161,83
1611,-11.6529680,166.9554310,0.8,198,161,83
1612,-11.6528950,166.9554310,0.8,187,161,83
1613,-11.6528200,166.9554200,0.8,186,160,82
1614,-11.6527440,166.9554200,0.8,183,161,82
1615,-11.6526680,166.9554200,0.8,192,161,83
1616,-11.6525920,166.9554200,0.8,190,161,84
1617,-11.6525140,166.9554200,0.8,196,161,84
1618,-11.6524360,166.9554200,0.8,188,161,82
1619,-11.6523570,166.9553980,0.8,190,161,82
1620,-11.6522780,166.9553980,0.8,180,161,82
1621,-11.6521970,166.9553980,0.8,180,162,82
1622,-11.6521140,166.9553880,0.8,188,162,82
1623,-11.6520320,166.9553880,0.8,184,162,80
1624,-11.6519500,166.9553880,0.8,180,161,81
1625,-11.6518690,166.9553880,0.8,175,161,81
1626,-11.6517900,166.9553770,0.8,212,162,82
1627,-11.6517090,166.9553770,0.8,213,161,83
1628,-11.6516300,166.9553880,0.8,208,162,85
1629,-11.6515510,166.9553980,0.6,203,161,87
1630,-11.6514730,166.9554200,0.6,205,161,87
1631,-11.6514100,166.9554630,0.6,222,161,86
1632,-11.6513560,166.9555270,0.4,220,161,87
1633,-11.6513090,166.9556020,0.6,208,161,87
1634,-11.6512690,166.9556670,0.6,211,161,87
1635,-11.6512330,166.9557420,0.6,222,161,87
1636,-11.6511990,166.9557950,0.6,219,161,88
1637,-11.6511690,166.9558700,0.6,212,161,87
1638,-11.6511390,166.9559560,0.8,213,161,89
1639,-11.6511100,166.9560310,0.8,201,162,88
1640,-11.6510800,166.9560850,0.8,211,161,88
1641,-11.6510490,166.9561710,0.8,200,161,88
1642,-11.6510200,166.9562460,0.8,198,161,86
1643,-11.6509890,166.9563210,0.8,198,161,86
1644,-11.6509590,166.9563960,0.8,210,161,85
1645,-11.6509290,166.9564820,0.8,219,161,87
1646,-11.6508980,166.9565570,0.8,217,161,86
1647,-11.6508680,166.9566430,0.8,213,161,87
1648,-11.6508390,166.9567180,0.8,206,161,87
1649,-11.6508080,166.9568040,0.8,205,160,86
1650,-11.6507770,166.9568790,0.8,205,160,86
1651,-11.6507460,166.9569540,0.8,212,160,86
1652,-11.6507140,166.9570400,0.8,210,160,86
1653,-11.6506830,166.9571260,0.8,216,160,86
1654,-11.6506510,166.9572010,0.8,215,160,89
1655,-11.6506200,166.9572970,0.8,214,160,87
1656,-11.6505880,166.9573720,0.8,214,160,87
1657,-11.6505560,166.9574480,0.8,216,159,88
1658,-11.6505240,166.9575440,0.8,210,159,87
1659,-11.6504910,166.9576300,0.8,209,159,88
1660,-11.6504550,166.9577050,0.8,208,158,88
1661,-11.6504080,166.9577800,0.8,216,158,88
1662,-11.6503530,166.9578550,0.8,214,158,87
1663,-11.6502940,166.9579200,0.8,204,158,87
1664,-11.6502370,166.9579950,1.0,210,158,87
1665,-11.6501720,166.9580590,1.0,217,158,87
1666,-11.6501050,166.9581230,1.0,210,157,87
1667,-11.6500340,166.9581660,1.2,204,157,87
1668,-11.6499580,166.9582090,1.2,210,157,87
1669,-11.6498770,166.9582410,1.4,215,157,87
1670,-11.6497910,166.9582520,1.4,212,157,88
1671,-11.6497030,166.9582520,1.6,215,157,90
1672,-11.6496180,166.9582410,1.6,203,157,89
1673,-11.6495380,166.9581990,1.8,214,157,88
1674,-11.6494640,166.9581660,2.0,215,157,88
1675,-11.6493930,166.9581020,2.0,215,157,88
1676,-11.6493290,166.9580590,2.2,210,157,87
1677,-11.6492700,166.9579950,2.2,209,157,88
1678,-11.6492160,166.9579200,2.4,215,157,87
1679,-11.6491700,166.9578550,2.4,213,157,88
1680,-11.6491340,166.9577800,2.6,214,157,88
1681,-11.6491020,166.9577050,2.6,217,157,88
1682,-11.6490760,166.9576300,2.8,216,157,87
1683,-11.6490580,166.9575440,2.8,229,157,88
1684,-11.6490480,166.9574580,3.0,199,158,89
1685,-11.6490500,166.9573830,3.0,201,158,88
1686,-11.6490580,166.9572970,3.2,208,158,87
1687,-11.6490720,166.9572220,3.2,210,158,86
1688,-11.6490930,166.9571470,3.4,210,158,88
1689,-11.6491170,166.9570610,3.4,199,158,89
1690,-11.6491450,166.9569860,3.4,158,158,87
1691,-11.6491780,166.9569110,3.6,182,158,85
1692,-11.6492170,166.9568570,3.6,205,157,84
1693,-11.6492600,166.9567720,3.6,213,157,87
1694,-11.6493030,166.9566970,3.8,217,158,87
1695,-11.6493420,166.9566430,3.8,201,157,88
1696,-11.6493820,166.9565570,3.8,206,158,88
1697,-11.6494180,166.9565030,4.0,211,158,88
1698,-11.6494590,166.9564280,4.0,208,158,88
1699,-11.6495020,166.9563530,4.2,209,158,87
1700,-11.6495450,166.9562890,4.2,206,158,87
1701,-11.6495860,166.9562140,4.2,209,158,87
1702,-11.6496260,166.9561390,4.4,200,158,86
1703,-11.6496650,166.9560640,4.4,189,158,86
1704,-11.6497070,166.9559780,4.4,205,158,83
1705,-11.6497500,166.9559240,4.6,206,158,86
1706,-11.6497930,166.9558490,4.6,218,158,87
1707,-11.6498360,166.9557740,4.6,210,157,87
1708,-11.6498740,166.9556880,4.8,199,157,86
1709,-11.6499150,166.9556130,4.8,195,157,85
1710,-11.6499560,166.9555380,4.8,207,157,85
1711,-11.6500010,166.9554840,5.0,206,157,86
1712,-11.6500460,166.9553980,5.0,200,157,87
1713,-11.6500890,166.9553230,5.2,204,157,87
1714,-11.6501320,166.9552480,5.2,210,157,86
1715,-11.6501740,166.9551730,5.2,207,156,87
1716,-11.6502180,166.9550980,5.4,200,157,88
1717,-11.6502620,166.9550230,5.4,206,156,87
1718,-11.6503050,166.9549480,5.4,207,156,87
1719,-11.6503470,166.9548730,5.6,209,156,87
1720,-11.6503910,166.9547980,5.6,206,156,88
1721,-11.6504390,166.9547120,5.6,194,156,88
1722,-11.6504890,166.9546370,5.8,196,156,87
1723,-11.6505420,166.9545610,5.8,209,156,86
1724,-11.6505970,166.9544970,5.8,199,156,86
1725,-11.6506340,166.9544220,5.8,196,157,86
1726,-11.6506080,166.9543360,6.0,201,156,87
1727,-11.6505450,166.9542720,6.0,198,157,87
1728,-11.6504740,166.9542290,6.2,201,157,87
1729,-11.6503960,166.9541970,6.4,194,156,86
1730,-11.6503170,166.9541650,6.4,210,156,86
1731,-11.6502380,166.9541320,6.6,207,157,87
1732,-11.6501590,166.9541220,6.6,203,157,87
1733,-11.6500780,166.9541110,6.8,204,156,86
1734,-11.6499990,166.9540790,6.8,209,157,87
1735,-11.6499190,166.9540570,6.8,206,157,87
1736,-11.6498400,166.9540460,7.0,206,157,87
1737,-11.6497590,166.9540250,7.0,214,157,88
1738,-11.6496800,166.9540140,7.2,219,157,88
1739,-11.6496010,166.9540040,7.2,222,158,88
1740,-11.6495220,166.9539820,7.4,223,158,88
1741,-11.6494430,166.9539710,7.4,221,158,89
1742,-11.6493630,166.9539500,7.4,233,157,90
1743,-11.6492840,166.9539180,7.6,222,158,89
1744,-11.6492050,166.9539070,7.6,221,158,90
1745,-11.6491260,166.9538960,7.8,220,158,89
1746,-11.6490470,166.9538750,7.8,234,158,89
1747,-11.6489680,166.9538640,8.0,236,158,90
1748,-11.6488890,166.9538430,8.0,223,158,90
1749,-11.6488110,166.9538320,8.0,231,158,89
1750,-11.6487320,166.9538100,8.2,203,159,92
1751,-11.6486530,166.9538000,8.2,203,159,92
1752,-11.6485780,166.9537680,8.4,217,159,90
1753,-11.6485000,166.9537570,8.4,217,159,90
1754,-11.6484220,166.9537250,8.6,220,159,90
1755,-11.6483480,166.9537140,8.6,219,159,91
1756,-11.6482750,166.9536820,8.8,219,159,91
1757,-11.6482060,166.9536280,8.8,217,160,90
1758,-11.6481420,166.9535850,9.0,220,160,89
1759,-11.6480850,166.9535210,9.0,223,160,90
1760,-11.6480370,166.9534670,9.0,222,160,90
1761,-11.6480000,166.9534030,9.0,216,160,90
1762,-11.6479770,166.9533170,9.2,224,160,90
1763,-11.6479730,166.9532310,9.2,232,160,91
1764,-11.6479940,166.9531560,9.2,223,160,91
1765,-11.6480410,166.9530810,9.2,222,160,91
1766,-11.6481060,166.9530380,9.4,238,160,89
1767,-11.6481820,166.9530060,9.4,238,160,91
1768,-11.6482640,166.9529950,9.6,229,160,91
1769,-11.6483460,166.9529950,9.8,212,160,90
1770,-11.6484300,166.9529950,9.8,216,160,90
1771,-11.6485110,166.9530060,10.0,221,160,90
1772,-11.6485940,166.9530270,10.0,237,160,90
1773,-11.6486740,166.9530380,10.2,223,160,91
1774,-11.6487560,166.9530490,10.2,227,160,91
1775,-11.6488360,166.9530700,10.4,223,160,92
1776,-11.6489170,166.9530810,10.4,231,160,92
1777,-11.6489960,166.9531020,10.4,214,160,90
1778,-11.6490760,166.9531130,10.6,229,160,90
1779,-11.6491560,166.9531450,10.6,206,160,90
1780,-11.6492350,166.9531560,10.8,209,160,89
1781,-11.6493140,166.9531770,10.8,229,160,89
1782,-11.6493930,166.9531880,11.0,223,160,91
1783,-11.6494720,166.9532200,11.0,216,160,91
1784,-11.6495500,166.9532310,11.2,212,160,90
1785,-11.6496290,166.9532530,11.2,208,160,91
1786,-11.6497070,166.9532630,11.2,211,160,90
1787,-11.6497850,166.9532950,11.4,205,160,90
1788,-11.6498610,166.9533170,11.4,203,160,90
1789,-11.6499400,166.9533280,11.6,214,160,89
1790,-11.6500170,166.9533380,11.6,223,160,90
1791,-11.6500940,166.9533600,11.8,233,160,91
1792,-11.6501720,166.9533710,11.8,208,160,91
1793,-11.6502500,166.9533920,12.0,206,159,90
1794,-11.6503280,166.9534030,12.0,227,160,89
1795,-11.6504060,166.9534030,12.2,236,160,91
1796,-11.6504850,166.9534030,12.4,221,160,92
1797,-11.6505600,166.9533920,12.4,215,160,92
1798,-11.6506210,166.9533380,12.6,218,159,92
1799,-11.6506240,166.9532630,12.8,210,160,90
1800,-11.6505760,166.9532100,12.8,220,159,90
1801,-11.6505110,166.9531560,13.0,223,159,91
1802,-11.6504440,166.9531240,13.0,208,160,91
1803,-11.6503730,166.9531020,13.2,221,160,91
1804,-11.6503010,166.9530810,13.2,208,159,91
1805,-11.6502270,166.9530700,13.4,214,160,90
1806,-11.6501530,166.9530490,13.4,225,160,90
1807,-11.6500800,166.9530380,13.6,233,160,91
1808,-11.6500050,166.9530270,13.6,210,160,92
1809,-11.6499290,166.9530060,13.6,220,160,92
1810,-11.6498540,166.9530060,13.8,228,160,92
1811,-11.6497790,166.9529950,13.8,209,160,90
1812,-11.6497030,166.9529740,14.0,212,160,89
1813,-11.6496260,166.9529630,14.0,215,160,90
1814,-11.6495470,166.9529410,14.0,266,160,89
1815,-11.6494670,166.9529410,14.2,267,160,88
1816,-11.6493860,166.9529310,14.2,255,160,89
1817,-11.6493040,166.9529200,14.4,182,160,85
1818,-11.6492240,166.9528990,14.4,202,160,85
1819,-11.6491440,166.9528880,14.4,200,160,86
1820,-11.6490640,166.9528660,14.6,199,160,86
1821,-11.6489830,166.9528660,14.6,203,161,85
1822,-11.6489010,166.9528560,14.8,191,160,85
1823,-11.6488180,166.9528340,14.8,205,160,85
1824,-11.6487360,166.9528230,14.8,197,161,85
1825,-11.6486530,166.9528130,15.0,190,160,83
1826,-11.6485710,166.9528130,15.0,198,160,83
1827,-11.6484880,166.9527910,15.2,200,160,85
1828,-11.6484060,166.9527800,15.2,197,160,85
1829,-11.6483210,166.9527590,15.2,188,160,84
1830,-11.6482380,166.9527590,15.4,210,160,86
1831,-11.6481550,166.9527480,15.4,197,160,86
1832,-11.6480760,166.9527160,15.4,187,160,86
1833,-11.6480290,166.9526410,15.6,213,160,86
1834,-11.6480200,166.9525660,15.6,220,160,88
1835,-11.6480320,166.9524690,15.8,201,160,88
1836,-11.6480670,166.9523940,15.8,190,160,87
1837,-11.6481340,166.9523510,15.8,202,160,86
1838,-11.6482140,166.9523410,15.6,196,160,85
1839,-11.6483000,166.9523190,15.4,195,160,85
1840,-11.6483860,166.9523080,15.4,192,160,85
1841,-11.6484740,166.9523080,15.4,193,160,85
1842,-11.6485630,166.9523080,15.6,202,160,85
1843,-11.6486500,166.9523190,15.8,190,160,85
1844,-11.6487360,166.9523410,16.0,178,160,84
1845,-11.6488160,166.9523510,16.4,197,160,84
1846,-11.6488940,166.9523620,16.8,176,160,84
1847,-11.6489670,166.9523940,17.2,233,160,88
1848,-11.6490360,166.9524160,17.6,212,159,88
1849,-11.6491050,166.9524260,18.0,241,159,85
1850,-11.6491720,166.9524370,18.4,230,159,83
1851,-11.6492370,166.9524370,18.6,245,160,83
1852,-11.6493000,166.9524590,19.0,242,160,84
1853,-11.6493630,166.9524590,19.2,239,160,84
1854,-11.6494250,166.9524690,19.4,221,160,83
1855,-11.6494880,166.9524690,19.6,222,161,82
1856,-11.6495510,166.9524590,19.6,250,161,84
1857,-11.6496170,166.9524590,19.8,233,162,82
1858,-11.6496830,166.9524590,19.8,237,162,83
1859,-11.6497520,166.9524370,19.8,230,163,83
1860,-11.6498230,166.9524370,20.0,225,164,83
1861,-11.6498950,166.9524370,20.0,229,164,83
1862,-11.6499700,166.9524260,20.0,220,165,82
1863,-11.6500430,166.9524260,20.0,288,165,83
1864,-11.6501210,166.9524160,20.0,230,165,82
1865,-11.6501980,166.9523940,19.8,206,166,80
1866,-11.6502770,166.9523840,19.8,199,166,78
1867,-11.6503570,166.9523510,19.8,199,166,80
1868,-11.6504390,166.9523190,19.6,203,166,81
1869,-11.6505200,166.9522870,19.4,193,167,81
1870,-11.6505960,166.9522440,19.2,200,167,80
1871,-11.6506600,166.9521800,19.0,200,167,80
1872,-11.6507060,166.9521050,18.6,193,167,80
1873,-11.6507370,166.9520190,18.2,215,167,81
1874,-11.6507540,166.9519110,17.8,205,167,82
1875,-11.6507620,166.9518150,17.4,207,167,83
1876,-11.6507660,166.9517080,16.8,212,167,84
1877,-11.6507690,166.9515900,16.4,209,167,83
1878,-11.6507800,166.9514820,16.0,219,167,84
1879,-11.6508020,166.9513750,15.6,231,166,85
1880,-11.6508450,166.9512680,15.2,200,166,85
1881,-11.6509060,166.9511600,15.0,193,166,86
1882,-11.6509770,166.9510640,14.6,201,166,89
1883,-11.6510550,166.9509780,14.4,200,166,89
1884,-11.6511360,166.9508810,14.4,201,166,88
1885,-11.6512180,166.9507960,14.2,202,166,86
1886,-11.6513000,166.9507210,14.0,213,167,87
1887,-11.6513760,166.9506130,14.0,215,167,87
1888,-11.6514400,166.9505170,13.8,217,167,88
1889,-11.6514820,166.9504090,13.8,191,166,87
1890,-11.6515070,166.9502910,13.8,211,166,89
1891,-11.6515080,166.9501730,13.8,196,167,92
1892,-11.6514780,166.9500660,13.8,197,167,92
1893,-11.6514190,166.9499700,13.4,196,167,90
1894,-11.6513270,166.9499050,13.0,207,166,90
1895,-11.6512200,166.9498620,12.4,201,166,90
1896,-11.6511080,166.9498300,11.8,190,167,90
1897,-11.6509940,166.9498190,11.2,200,166,89
1898,-11.6508780,166.9497760,10.6,196,166,89
1899,-11.6507730,166.9497120,10.2,201,167,89
1900,-11.6507170,166.9496050,9.8,200,166,89
1901,-11.6507270,166.9494870,9.8,206,167,89
1902,-11.6507660,166.9493580,10.0,213,167,91
1903,-11.6508170,166.9492510,10.2,198,167,91
1904,-11.6508670,166.9491430,10.4,215,167,91
1905,-11.6509110,166.9490360,10.6,214,167,92
1906,-11.6509570,166.9489500,10.6,207,167,93
1907,-11.6510080,166.9488430,10.8,204,167,93
1908,-11.6510680,166.9487460,10.8,185,167,91
1909,-11.6511470,166.9486930,11.0,206,167,90
1910,-11.6512410,166.9486390,10.8,204,167,87
1911,-11.6513420,166.9486280,10.8,218,167,87
1912,-11.6514420,166.9486390,11.0,222,167,87
1913,-11.6515410,166.9486610,11.0,232,166,87
1914,-11.6516350,166.9486280,10.8,228,167,88
1915,-11.6517010,166.9485530,10.6,230,167,88
1916,-11.6517270,166.9484570,10.2,229,167,89
1917,-11.6516980,166.9483490,10.0,215,167,89
1918,-11.6516410,166.9482740,9.8,220,167,88
1919,-11.6515520,166.9482310,9.4,220,167,88
1920,-11.6514520,166.9482420,9.2,210,167,87
1921,-11.6513520,166.9482640,8.8,209,167,90
1922,-11.6512530,166.9482740,8.6,208,166,93
1923,-11.6511530,166.9482740,8.2,191,167,92
1924,-11.6510530,166.9482640,8.0,206,166,92
1925,-11.6509550,166.9482310,7.8,198,166,94
1926,-11.6508820,166.9481560,7.4,199,166,94
1927,-11.6508710,166.9480600,7.2,205,166,92
1928,-11.6509380,166.9479740,6.8,198,166,91
1929,-11.6510320,166.9479420,6.6,207,166,92
1930,-11.6511240,166.9479100,6.4,200,166,91
1931,-11.6512050,166.9478450,6.4,199,166,89
1932,-11.6512500,166.9477700,6.2,196,166,89
1933,-11.6512380,166.9476630,5.8,195,166,88
1934,-11.6511780,166.9476090,5.4,163,166,87
1935,-11.6510910,166.9475560,5.0,194,165,88
1936,-11.6510000,166.9475560,4.8,201,165,88
1937,-11.6509080,166.9475770,4.4,203,165,88
1938,-11.6508200,166.9475880,4.0,206,165,89
1939,-11.6507330,166.9476310,3.8,196,165,90
1940,-11.6506540,166.9476950,3.4,196,165,90
1941,-11.6505770,166.9477590,3.0,206,165,90
1942,-11.6504860,166.9478020,2.8,206,165,90
1943,-11.6503870,166.9478240,2.4,208,165,90
1944,-11.6502830,166.9478240,2.2,207,165,93
1945,-11.6501820,166.9478020,1.8,205,165,92
1946,-11.6500810,166.9477700,1.8,204,166,91
1947,-11.6499860,166.9477380,1.6,203,166,92
1948,-11.6498910,166.9477160,1.8,207,166,91
1949,-11.6498020,166.9476630,1.8,201,166,91
1950,-11.6497150,166.9476310,2.0,208,166,92
1951,-11.6496330,166.9475770,2.0,202,165,91
1952,-11.6495580,166.9475340,2.0,202,165,92
1953,-11.6494920,166.9474700,1.8,202,165,92
1954,-11.6494360,166.9473950,1.8,200,165,92
1955,-11.6493890,166.9473200,1.6,205,164,92
1956,-11.6493430,166.9472440,1.4,193,164,91
1957,-11.6492910,166.9471590,1.2,198,164,91
1958,-11.6492310,166.9471050,1.2,215,164,92
1959,-11.6491640,166.9470410,1.2,203,164,93
1960,-11.6490950,166.9469760,1.2,194,164,93
1961,-11.6490260,166.9469330,1.2,233,164,93
1962,-11.6489530,166.9468900,1.2,234,164,93
1963,-11.6488810,166.9468470,1.2,189,164,93
1964,-11.6488100,166.9467940,1.2,207,163,91
1965,-11.6487400,166.9467510,1.2,195,163,92
1966,-11.6486740,166.9467080,1.2,190,163,92
1967,-11.6486080,166.9466440,1.2,199,164,90
1968,-11.6485440,166.9466010,1.2,206,163,90
1969,-11.6484810,166.9465360,1.2,195,163,91
1970,-11.6484250,166.9464720,1.2,201,164,90
1971,-11.6483740,166.9464180,1.2,202,164,89
1972,-11.6483270,166.9463430,1.2,200,163,89
1973,-11.6482850,166.9462570,1.2,205,164,90
1974,-11.6482450,166.9461820,1.2,198,163,91
1975,-11.6482070,166.9461070,1.2,209,164,90
1976,-11.6481740,166.9460320,1.2,209,164,90
1977,-11.6481420,166.9459570,1.2,192,163,90
1978,-11.6481120,166.9458710,1.2,197,163,91
1979,-11.6480850,166.9457850,1.2,204,163,89
1980,-11.6480600,166.9456990,1.2,205,163,89
1981,-11.6480380,166.9456240,1.2,195,163,90
1982,-11.6480170,166.9455280,1.2,195,163,90
1983,-11.6479930,166.9454530,1.2,197,163,90
1984,-11.6479670,166.9453670,1.2,191,162,89
1985,-11.6479460,166.9452700,1.2,209,162,91
1986,-11.6479260,166.9451950,1.2,201,162,92
1987,-11.6479060,166.9450990,1.2,207,162,90
1988,-11.6478870,166.9450130,1.2,229,162,91
1989,-11.6478710,166.9449160,1.2,212,162,94
1990,-11.6478510,166.9448300,1.2,195,162,93
1991,-11.6478330,166.9447550,1.2,202,163,92
1992,-11.6478150,166.9446590,1.2,199,163,91
1993,-11.6477940,166.9445730,1.2,204,163,91
1994,-11.6477810,166.9444760,1.2,201,162,91
1995,-11.6477650,166.9444010,1.2,206,163,91
1996,-11.6477530,166.9443050,1.2,215,162,92
1997,-11.6477430,166.9442190,1.2,204,163,91
1998,-11.6477350,166.9441120,1.2,196,163,91
1999,-11.6477260,166.9440150,1.2,212,163,90
2000,-11.6477210,166.9439290,1.2,198,163,91
2001,-11.6477150,166.9438330,1.2,206,162,91
2002,-11.6477130,166.9437470,1.2,198,162,90
2003,-11.6477110,166.9436400,1.2,197,162,90
2004,-11.6477130,166.9435430,1.2,200,162,91
2005,-11.6477170,166.9434570,1.2,203,162,91
2006,-11.6477230,166.9433500,1.2,207,162,92
2007,-11.6477330,166.9432530,1.2,217,162,92
2008,-11.6477420,166.9431670,1.2,206,162,93
2009,-11.6477540,166.9430710,1.2,206,162,92
2010,-11.6477660,166.9429640,1.0,196,161,92
2011,-11.6477800,166.9428780,1.0,208,162,92
2012,-11.6477920,166.9427810,1.0,201,162,92
2013,-11.6478060,166.9426950,1.0,194,162,92
2014,-11.6478210,166.9425880,1.0,192,162,92
2015,-11.6478370,166.9424920,1.0,192,162,92
2016,-11.6478520,166.9424060,1.0,202,162,92
2017,-11.6478670,166.9423090,1.0,200,162,91
2018,-11.6478800,166.9422230,1.0,207,162,91
2019,-11.6478910,166.9421160,0.8,204,162,93
2020,-11.6479040,166.9420190,0.8,195,162,92
2021,-11.6479150,166.9419340,0.8,214,162,92
2022,-11.6479230,166.9418260,0.8,210,163,93
2023,-11.6479290,166.9417300,0.8,214,163,93
2024,-11.6479350,166.9416440,0.8,213,163,93
2025,-11.6479390,166.9415470,0.8,214,163,93
2026,-11.6479410,166.9414400,1.0,214,163,93
2027,-11.6479390,166.9413540,1.0,208,163,93
2028,-11.6479340,166.9412580,1.0,212,163,93
2029,-11.6479290,166.9411500,1.0,214,163,93
2030,-11.6479200,166.9410650,1.2,192,163,92
2031,-11.6479100,166.9409680,1.2,204,163,91
2032,-11.6478990,166.9408710,1.2,209,163,91
2033,-11.6478860,166.9407860,1.4,198,163,92
2034,-11.6478710,166.9406890,1.4,203,163,92
2035,-11.6478520,166.9406030,1.6,202,162,92
2036,-11.6478330,166.9405070,1.8,199,162,92
2037,-11.6478120,166.9404210,1.8,198,162,92
2038,-11.6477890,166.9403460,2.0,207,162,93
2039,-11.6477660,166.9402490,2.0,215,162,93
2040,-11.6477390,166.9401740,2.0,204,162,94
2041,-11.6477060,166.9400780,2.2,203,162,93
2042,-11.6476760,166.9400020,2.2,206,162,94
2043,-11.6476470,166.9399170,2.2,210,162,94
2044,-11.6476160,166.9398420,2.4,206,162,94
2045,-11.6475810,166.9397660,2.4,229,162,92
2046,-11.6475420,166.9396910,2.4,219,162,92
2047,-11.6474990,166.9396050,2.4,198,162,92
2048,-11.6474560,166.9395300,2.4,212,162,93
2049,-11.6474080,166.9394550,2.4,217,162,92
2050,-11.6473560,166.9393800,2.4,217,162,92
2051,-11.6473020,166.9393050,2.4,208,162,92
2052,-11.6472490,166.9392300,2.4,212,163,92
2053,-11.6471980,166.9391660,2.4,200,162,91
2054,-11.6471440,166.9390900,2.4,206,163,90
2055,-11.6470900,166.9390150,2.4,214,163,90
2056,-11.6470410,166.9389400,2.4,212,163,90
2057,-11.6469900,166.9388440,2.4,204,164,90
2058,-11.6469390,166.9387690,2.4,207,164,89
2059,-11.6468900,166.9386940,2.4,187,164,88
2060,-11.6468420,166.9386180,2.4,183,164,87
2061,-11.6467940,166.9385220,2.4,191,164,88
2062,-11.6467460,166.9384470,2.4,205,164,89
2063,-11.6466930,166.9383610,2.4,207,164,89
2064,-11.6466450,166.9382860,2.4,202,163,89
2065,-11.6465970,166.9381890,2.4,202,164,89
2066,-11.6465470,166.9381140,2.4,200,164,90
2067,-11.6464980,166.9380390,2.4,199,163,89
2068,-11.6464430,166.9379430,2.4,195,163,87
2069,-11.6463890,166.9378670,2.4,210,164,89
2070,-11.6463330,166.9377920,2.4,208,163,89
2071,-11.6462700,166.9377170,2.4,204,163,88
2072,-11.6461960,166.9376530,2.4,205,164,88
2073,-11.6461180,166.9376100,2.4,181,163,88
2074,-11.6460360,166.9375460,2.4,196,163,88
2075,-11.6459570,166.9375030,2.4,208,163,88
2076,-11.6458870,166.9374380,2.4,205,163,88
2077,-11.6458280,166.9373630,2.4,205,162,88
2078,-11.6457800,166.9372880,2.2,199,162,89
2079,-11.6457440,166.9372020,2.2,200,162,88
2080,-11.6457160,166.9371270,2.2,219,162,90
2081,-11.6456920,166.9370200,2.2,209,162,91
2082,-11.6456770,166.9369230,2.2,213,162,91
2083,-11.6456580,166.9368370,2.2,205,162,90
2084,-11.6456350,166.9367410,2.2,208,162,89
2085,-11.6456110,166.9366440,2.2,201,162,90
2086,-11.6455870,166.9365580,2.2,207,162,89
2087,-11.6455520,166.9364830,2.2,212,162,89
2088,-11.6455100,166.9363870,2.2,190,162,89
2089,-11.6454610,166.9363120,2.2,196,162,89
2090,-11.6454010,166.9362370,2.2,203,163,89
2091,-11.6453350,166.9361720,2.2,202,162,88
2092,-11.6452640,166.9361190,2.2,210,163,89
2093,-11.6451930,166.9360650,2.2,228,163,90
2094,-11.6451160,166.9360110,2.2,228,162,94
2095,-11.6450380,166.9359580,2.2,225,162,95
2096,-11.6449550,166.9359040,2.2,222,162,96
2097,-11.6448730,166.9358610,2.2,233,162,96
2098,-11.6447920,166.9358070,2.2,233,161,96
2099,-11.6447070,166.9357650,2.2,217,161,95
2100,-11.6446190,166.9357220,2.2,212,161,94
2101,-11.6445290,166.9356890,2.2,217,161,94
2102,-11.6444380,166.9356570,2.2,217,160,94
2103,-11.6443450,166.9356250,2.2,205,160,92
2104,-11.6442530,166.9355930,2.2,207,160,92
2105,-11.6441570,166.9355820,2.2,218,160,92
2106,-11.6440610,166.9355820,2.2,210,160,92
2107,-11.6439660,166.9355930,2.2,229,160,93
2108,-11.6438700,166.9355930,2.2,229,160,94
2109,-11.6437780,166.9356250,2.2,208,160,93
2110,-11.6436850,166.9356470,2.2,210,160,93
2111,-11.6435930,166.9356680,2.2,218,160,94
2112,-11.6435000,166.9356890,2.2,224,160,94
2113,-11.6434060,166.9356890,2.2,214,160,94
2114,-11.6433120,166.9357000,2.2,191,160,91
2115,-11.6432200,166.9357220,2.2,192,160,90
2116,-11.6431290,166.9357000,2.2,206,160,90
2117,-11.6430420,166.9356570,2.2,195,160,90
2118,-11.6429600,166.9356250,2.2,187,160,89
2119,-11.6428710,166.9356140,2.4,187,161,89
2120,-11.6428000,166.9356570,2.6,220,161,90
2121,-11.6427880,166.9357540,3.2,277,161,92
2122,-11.6428460,166.9358070,3.8,239,161,90
2123,-11.6429110,166.9358400,4.2,196,162,88
2124,-11.6429770,166.9358830,4.6,165,162,87
2125,-11.6430390,166.9359150,5.0,209,162,83
2126,-11.6431030,166.9359360,5.4,226,162,82
2127,-11.6431660,166.9359470,5.8,194,162,84
2128,-11.6432280,166.9359580,6.2,192,162,81
2129,-11.6432880,166.9359790,6.4,221,162,78
2130,-11.6433490,166.9359790,6.8,209,163,81
2131,-11.6434080,166.9359900,7.0,214,163,80
2132,-11.6434650,166.9359900,7.4,234,164,81
2133,-11.6435220,166.9360110,7.6,210,164,82
2134,-11.6435780,166.9360110,7.8,198,164,82
2135,-11.6436320,166.9360110,8.0,199,165,82
2136,-11.6436840,166.9360220,8.4,179,165,82
2137,-11.6437340,166.9360440,8.6,232,165,82
2138,-11.6437720,166.9360860,8.8,244,166,83
2139,-11.6437950,166.9361290,9.2,190,166,83
2140,-11.6438010,166.9361720,9.2,195,166,83
2141,-11.6437900,166.9362370,9.4,211,166,86
2142,-11.6437700,166.9362800,9.4,203,166,90
