time,lat,lon,ele,power,hr,cad
2143,-11.6437400,166.9363330,9.4,199,166,90
2144,-11.6437030,166.9363760,9.6,191,166,89
2145,-11.6436580,166.9364190,9.6,183,166,87
2146,-11.6436030,166.9364510,9.6,196,166,87
2147,-11.6435430,166.9364830,9.6,186,166,87
2148,-11.6434760,166.9364830,9.6,176,165,88
2149,-11.6434090,166.9364620,9.6,187,166,89
2150,-11.6433450,166.9364510,9.6,188,166,90
2151,-11.6432790,166.9364190,9.6,188,165,89
2152,-11.6432150,166.9363870,9.6,192,166,87
2153,-11.6431500,166.9363550,9.6,211,165,88
2154,-11.6430840,166.9363330,9.6,207,165,89
2155,-11.6430170,166.9363010,9.6,190,165,88
2156,-11.6429520,166.9362580,9.6,201,165,87
2157,-11.6428830,166.9362260,9.6,203,165,87
2158,-11.6428160,166.9361720,9.6,211,165,86
2159,-11.6427460,166.9361510,9.6,211,165,87
2160,-11.6426740,166.9361190,9.6,207,165,87
2161,-11.6426020,166.9360860,9.6,199,165,87
2162,-11.6425310,166.9360440,9.6,199,166,86
2163,-11.6424590,166.9360110,9.6,201,166,86
2164,-11.6423880,166.9359580,9.6,202,165,86
2165,-11.6423120,166.9359360,9.6,219,166,87
2166,-11.6422310,166.9359360,9.6,220,166,89
2167,-11.6421500,166.9359360,9.6,202,165,89
2168,-11.6420720,166.9359580,9.6,195,166,88
2169,-11.6419970,166.9360110,9.4,196,166,87
2170,-11.6419220,166.9360540,9.4,208,166,87
2171,-11.6418550,166.9360970,9.4,210,166,88
2172,-11.6417960,166.9361620,9.6,213,165,89
2173,-11.6417340,166.9362260,10.0,205,165,90
2174,-11.6416710,166.9362800,10.4,207,165,89
2175,-11.6416110,166.9363330,10.8,196,166,89
2176,-11.6415530,166.9363760,11.0,180,165,87
2177,-11.6414970,166.9364190,11.4,254,166,84
2178,-11.6414440,166.9364620,11.8,227,165,85
2179,-11.6413930,166.9365160,12.0,232,165,84
2180,-11.6413450,166.9365580,12.4,241,165,85
2181,-11.6412980,166.9366010,12.4,243,166,86
2182,-11.6412470,166.9366440,12.6,222,165,86
2183,-11.6411930,166.9366770,12.4,228,166,84
2184,-11.6411470,166.9367410,12.4,238,166,85
2185,-11.6411200,166.9368050,12.4,221,166,85
2186,-11.6411080,166.9368800,12.4,228,166,85
2187,-11.6411040,166.9369550,12.4,227,167,82
2188,-11.6411050,166.9370310,12.4,232,167,81
2189,-11.6411090,166.9371270,12.4,207,167,82
2190,-11.6411170,166.9372020,12.4,201,168,83
2191,-11.6411260,166.9372770,12.4,212,168,81
2192,-11.6411430,166.9373520,12.4,206,168,81
2193,-11.6411640,166.9374280,12.4,284,169,81
2194,-11.6411990,166.9375030,12.4,271,169,81
2195,-11.6412650,166.9375460,11.8,178,169,78
2196,-11.6413520,166.9375670,11.4,177,170,79
2197,-11.6414440,166.9375670,10.8,189,170,83
2198,-11.6415420,166.9375670,10.2,176,170,87
2199,-11.6416370,166.9375990,9.8,191,170,91
2200,-11.6417000,166.9376740,9.4,190,169,91
2201,-11.6417230,166.9377820,9.4,175,170,91
2202,-11.6417220,166.9378890,9.4,177,170,91
2203,-11.6417110,166.9379960,9.4,188,170,90
2204,-11.6417000,166.9380820,9.6,190,170,90
2205,-11.6416980,166.9381890,9.6,186,170,88
2206,-11.6417120,166.9382860,9.6,196,169,87
2207,-11.6417370,166.9383720,9.6,206,169,87
2208,-11.6417630,166.9384680,9.6,207,169,87
2209,-11.6417740,166.9385760,9.6,187,169,87
2210,-11.6417700,166.9386610,9.6,182,169,86
2211,-11.6417580,166.9387580,9.6,196,168,84
2212,-11.6417420,166.9388440,9.6,217,168,86
2213,-11.6417230,166.9389400,9.6,203,168,86
2214,-11.6417030,166.9390260,9.6,194,168,86
2215,-11.6416820,166.9391230,9.6,203,168,85
2216,-11.6416620,166.9392090,9.6,200,168,84
2217,-11.6416450,166.9393050,9.6,194,168,84
2218,-11.6416290,166.9393910,9.6,196,168,83
2219,-11.6416050,166.9394870,9.6,198,168,84
2220,-11.6415690,166.9395840,9.6,212,168,85
2221,-11.6415150,166.9396590,9.4,215,168,87
2222,-11.6414540,166.9397130,9.4,189,168,86
2223,-11.6413830,166.9397770,9.4,183,167,85
2224,-11.6413050,166.9398200,9.4,186,167,84
2225,-11.6412200,166.9398740,9.4,189,167,84
2226,-11.6411320,166.9398740,9.4,183,167,83
2227,-11.6410450,166.9398420,9.4,184,167,83
2228,-11.6409680,166.9397880,9.4,203,167,87
2229,-11.6408960,166.9397450,9.4,197,166,90
2230,-11.6408250,166.9396910,9.6,188,167,91
2231,-11.6407460,166.9396590,9.6,183,166,90
2232,-11.6406580,166.9396380,9.6,185,166,89
2233,-11.6405700,166.9396380,9.6,178,166,89
2234,-11.6404830,166.9396380,9.6,187,167,88
2235,-11.6404000,166.9396050,9.6,194,166,88
2236,-11.6403380,166.9395630,9.6,218,167,92
2237,-11.6402940,166.9394870,9.6,207,166,93
2238,-11.6402610,166.9393910,9.6,188,167,92
2239,-11.6402320,166.9393160,9.6,186,167,91
2240,-11.6402020,166.9392300,9.6,190,167,90
2241,-11.6401650,166.9391550,9.6,159,167,89
2242,-11.6401100,166.9390900,9.6,149,167,92
2243,-11.6400370,166.9390480,9.6,170,167,91
2244,-11.6399570,166.9390050,9.6,187,166,88
2245,-11.6398740,166.9389830,9.6,189,166,88
2246,-11.6397880,166.9389720,9.6,187,167,88
2247,-11.6397020,166.9389830,9.6,171,167,89
2248,-11.6396220,166.9390150,9.6,182,167,91
2249,-11.6395520,166.9390580,9.6,196,166,90
2250,-11.6395010,166.9391330,9.6,195,166,90
2251,-11.6394590,166.9392090,9.6,205,167,90
2252,-11.6394260,166.9392940,9.6,195,166,92
2253,-11.6393940,166.9393690,9.6,192,166,92
2254,-11.6393640,166.9394550,9.6,191,166,90
2255,-11.6393360,166.9395300,9.6,198,166,91
2256,-11.6393080,166.9396050,9.6,190,166,91
2257,-11.6392800,166.9397020,9.6,182,165,91
2258,-11.6392520,166.9397770,9.6,194,165,90
2259,-11.6392180,166.9398520,9.6,201,165,91
2260,-11.6391790,166.9399490,9.6,202,165,92
2261,-11.6391320,166.9400020,9.6,197,165,90
2262,-11.6390830,166.9400780,9.6,203,165,93
2263,-11.6390320,166.9401630,9.6,202,165,93
2264,-11.6389850,166.9402380,9.6,187,164,93
2265,-11.6389520,166.9403140,9.6,189,164,93
2266,-11.6389390,166.9403990,9.6,205,164,93
2267,-11.6389470,166.9404960,9.6,193,164,92
2268,-11.6389700,166.9405710,9.8,185,164,92
2269,-11.6389990,166.9406460,9.8,201,164,90
2270,-11.6390330,166.9407210,10.0,217,164,89
2271,-11.6390720,166.9408180,10.0,218,164,90
2272,-11.6391120,166.9408710,10.0,205,164,90
2273,-11.6391550,166.9409570,10.2,212,164,90
2274,-11.6391980,166.9410320,10.2,214,165,91
2275,-11.6392450,166.9410860,10.2,212,165,90
2276,-11.6392920,166.9411610,10.4,218,164,90
2277,-11.6393470,166.9412260,10.4,219,165,90
2278,-11.6394070,166.9412900,10.4,215,164,89
2279,-11.6394730,166.9413540,10.4,223,164,90
2280,-11.6395390,166.9413970,10.4,209,165,90
2281,-11.6396040,166.9414510,10.4,216,165,91
2282,-11.6396660,166.9415150,10.4,219,164,91
2283,-11.6397170,166.9415800,10.4,208,164,91
2284,-11.6397500,166.9416650,10.4,215,164,90
2285,-11.6397710,166.9417510,10.4,220,164,89
2286,-11.6397830,166.9418370,10.4,217,164,89
2287,-11.6397930,166.9419340,10.4,209,164,89
2288,-11.6398230,166.9420090,10.4,209,164,89
2289,-11.6398710,166.9420840,10.4,211,164,89
2290,-11.6399310,166.9421370,10.4,223,164,90
2291,-11.6399970,166.9422020,10.4,218,164,90
2292,-11.6400620,166.9422660,10.4,214,165,89
2293,-11.6401230,166.9423310,10.4,214,164,89
2294,-11.6401700,166.9424060,10.4,209,164,88
2295,-11.6401920,166.9424810,10.4,214,165,88
2296,-11.6401880,166.9425670,10.4,206,165,89
2297,-11.6401660,166.9426630,10.4,190,165,90
2298,-11.6401370,166.9427380,10.4,207,164,89
2299,-11.6401030,166.9428130,10.4,205,165,89
2300,-11.6400700,166.9429100,10.4,206,165,88
2301,-11.6400320,166.9429850,10.4,221,165,88
2302,-11.6399880,166.9430600,10.4,207,165,89
2303,-11.6399420,166.9431350,10.4,196,165,88
2304,-11.6399030,166.9432100,10.4,201,164,85
2305,-11.6398670,166.9432850,10.4,198,164,86
2306,-11.6398300,166.9433610,10.4,165,164,86
2307,-11.6397930,166.9434360,10.4,197,164,84
2308,-11.6397570,166.9435320,10.4,213,164,84
2309,-11.6397210,166.9436070,10.4,222,164,90
2310,-11.6396830,166.9436820,10.4,233,164,93
2311,-11.6396470,166.9437580,10.4,222,164,93
2312,-11.6396110,166.9438330,10.4,218,164,93
2313,-11.6395730,166.9439290,10.4,217,164,92
2314,-11.6395360,166.9440040,10.4,207,164,92
2315,-11.6394980,166.9440790,10.4,214,164,89
2316,-11.6394630,166.9441550,10.4,216,164,89
2317,-11.6394270,166.9442510,10.4,205,164,89
2318,-11.6393910,166.9443260,10.4,203,164,88
2319,-11.6393560,166.9444120,10.4,204,163,86
2320,-11.6393210,166.9444980,10.4,207,164,85
2321,-11.6392850,166.9445730,10.4,203,164,86
2322,-11.6392520,166.9446590,10.4,201,163,86
2323,-11.6392150,166.9447340,10.4,201,164,85
2324,-11.6391820,166.9448090,10.4,197,164,85
2325,-11.6391480,166.9449060,10.4,193,164,86
2326,-11.6391150,166.9449810,10.4,184,164,86
2327,-11.6390830,166.9450770,10.4,190,164,84
2328,-11.6390500,166.9451520,10.4,201,164,85
2329,-11.6390170,166.9452270,10.4,196,164,85
2330,-11.6389850,166.9453130,10.4,196,164,85
2331,-11.6389520,166.9453880,10.4,193,164,86
2332,-11.6389200,166.9454850,10.4,196,165,86
2333,-11.6388870,166.9455600,10.4,193,165,85
2334,-11.6388560,166.9456350,10.4,209,165,86
2335,-11.6388300,166.9457320,10.4,206,165,86
2336,-11.6388090,166.9458170,10.4,208,165,86
2337,-11.6387890,166.9458930,10.4,194,164,87
2338,-11.6387730,166.9459890,10.4,190,165,86
2339,-11.6387650,166.9460750,10.4,197,165,85
2340,-11.6387710,166.9461720,10.4,198,164,85
2341,-11.6387970,166.9462470,10.2,209,165,86
2342,-11.6388380,166.9463220,10.2,203,165,87
2343,-11.6388890,166.9463970,10.2,211,165,88
2344,-11.6389500,166.9464610,10.2,206,165,89
2345,-11.6390180,166.9465260,10.4,206,165,89
2346,-11.6390930,166.9465680,10.4,211,165,88
2347,-11.6391720,166.9466010,10.6,207,165,87
2348,-11.6392540,166.9466330,10.8,210,165,88
2349,-11.6393370,166.9466330,11.0,211,165,89
2350,-11.6394190,166.9466330,11.4,203,166,88
2351,-11.6394970,166.9466110,11.6,208,166,88
2352,-11.6395720,166.9466010,11.8,215,165,87
2353,-11.6396420,166.9465680,12.0,212,166,87
2354,-11.6397080,166.9465260,12.2,213,165,88
2355,-11.6397710,166.9464930,12.2,209,165,89
2356,-11.6398300,166.9464500,12.4,205,165,88
2357,-11.6398820,166.9463860,12.4,212,165,88
2358,-11.6399310,166.9463220,12.4,202,165,88
2359,-11.6399810,166.9462570,12.6,200,165,87
2360,-11.6400310,166.9462040,12.6,204,164,87
2361,-11.6400820,166.9461610,12.6,208,164,87
2362,-11.6401350,166.9460960,12.6,220,164,87
2363,-11.6401920,166.9460540,12.6,209,164,88
2364,-11.6402610,166.9460000,12.6,199,163,87
2365,-11.6403380,166.9460000,12.8,203,164,87
2366,-11.6404060,166.9460540,12.8,205,163,86
2367,-11.6404570,166.9460960,13.0,212,164,88
2368,-11.6404770,166.9461720,13.2,213,163,89
2369,-11.6404730,166.9462470,13.2,197,163,88
2370,-11.6404530,166.9463220,13.4,204,163,87
2371,-11.6404240,166.9463860,13.4,203,163,86
2372,-11.6403830,166.9464610,13.4,195,163,86
2373,-11.6403380,166.9465260,13.2,206,163,87
2374,-11.6402910,166.9465790,13.2,216,163,88
2375,-11.6402510,166.9466440,13.0,204,162,88
2376,-11.6402120,166.9467190,12.8,207,162,88
2377,-11.6401760,166.9467940,12.6,212,163,88
2378,-11.6401370,166.9468690,12.4,211,163,89
2379,-11.6400980,166.9469650,12.0,211,163,89
2380,-11.6400600,166.9470410,11.8,212,162,89
2381,-11.6400240,166.9471370,11.4,204,163,87
2382,-11.6399860,166.9472230,11.2,203,162,88
2383,-11.6399480,166.9473200,10.8,209,163,88
2384,-11.6399090,166.9474050,10.6,208,162,89
2385,-11.6398680,166.9475020,10.2,207,163,87
2386,-11.6398280,166.9475880,10.0,220,163,88
2387,-11.6397840,166.9476950,9.6,225,163,89
2388,-11.6397380,166.9477920,9.2,198,163,89
2389,-11.6396870,166.9478770,8.8,200,163,88
2390,-11.6396340,166.9479850,8.6,203,163,88
2391,-11.6395730,166.9480810,8.2,193,163,88
2392,-11.6395120,166.9481670,7.8,216,163,88
2393,-11.6394460,166.9482640,7.4,210,163,89
2394,-11.6393710,166.9483490,6.8,208,163,89
2395,-11.6392860,166.9484250,6.4,215,163,90
2396,-11.6391930,166.9484890,6.0,199,163,88
2397,-11.6390930,166.9485530,5.6,199,163,87
2398,-11.6389910,166.9486180,5.4,207,163,86
2399,-11.6388880,166.9486710,5.0,206,164,89
2400,-11.6387820,166.9487140,4.8,210,163,88
2401,-11.6386720,166.9487680,4.4,206,163,89
2402,-11.6385620,166.9488110,4.2,215,164,89
2403,-11.6384520,166.9488540,3.8,196,164,87
2404,-11.6383410,166.9488860,3.6,196,163,87
2405,-11.6382310,166.9489290,3.4,216,164,88
2406,-11.6381200,166.9489820,3.0,199,164,87
2407,-11.6380100,166.9490040,2.8,208,164,87
2408,-11.6379010,166.9490580,2.6,207,164,87
2409,-11.6377920,166.9491000,2.4,200,164,87
2410,-11.6376860,166.9491430,2.2,203,164,87
2411,-11.6375810,166.9491970,2.0,200,164,87
2412,-11.6374790,166.9492400,1.8,199,164,86
2413,-11.6373770,166.9493040,1.6,200,164,86
2414,-11.6372800,166.9493580,1.6,202,164,86
2415,-11.6371850,166.9494220,1.4,198,165,86
2416,-11.6370920,166.9494870,1.4,206,164,85
2417,-11.6370000,166.9495400,1.4,185,165,86
2418,-11.6369090,166.9496050,1.2,159,165,90
2419,-11.6368210,166.9496690,1.2,187,165,87
2420,-11.6367340,166.9497230,1.2,213,165,86
2421,-11.6366500,166.9497870,1.2,212,165,86
2422,-11.6365680,166.9498520,1.4,206,165,86
2423,-11.6364890,166.9499050,1.4,198,165,85
2424,-11.6364120,166.9499910,1.4,191,165,85
2425,-11.6363400,166.9500450,1.4,193,165,85
2426,-11.6362700,166.9501200,1.4,192,165,84
2427,-11.6362020,166.9501950,1.4,209,165,85
2428,-11.6361390,166.9502810,1.6,193,165,85
2429,-11.6360800,166.9503560,1.6,192,164,85
2430,-11.6360250,166.9504310,1.6,190,165,84
2431,-11.6359740,166.9505060,1.6,200,165,84
2432,-11.6359280,166.9505920,1.6,199,165,84
2433,-11.6358840,166.9506780,1.6,192,164,85
2434,-11.6358410,166.9507530,1.6,193,165,85
2435,-11.6358000,166.9508390,1.6,196,164,84
2436,-11.6357610,166.9509350,1.6,203,165,85
2437,-11.6357230,166.9510100,1.6,190,165,85
2438,-11.6356880,166.9510960,1.6,195,164,85
2439,-11.6356550,166.9511710,1.6,197,164,85
2440,-11.6356240,166.9512680,1.6,194,164,85
2441,-11.6355960,166.9513640,1.6,206,165,85
2442,-11.6355700,166.9514500,1.6,193,164,85
2443,-11.6355470,166.9515250,1.6,197,165,85
2444,-11.6355290,166.9516220,1.6,197,165,85
2445,-11.6355140,166.9517080,1.6,207,165,85
2446,-11.6355020,166.9518040,1.6,203,165,86
2447,-11.6354950,166.9518900,1.6,187,165,85
2448,-11.6354940,166.9519870,1.6,196,165,84
2449,-11.6354980,166.9520720,1.6,202,165,86
2450,-11.6355070,166.9521690,1.6,191,166,86
2451,-11.6355250,166.9522440,1.6,200,166,86
2452,-11.6355470,166.9523410,1.6,202,165,86
2453,-11.6355780,166.9524260,1.6,195,166,86
2454,-11.6356190,166.9525020,1.6,203,166,87
2455,-11.6356680,166.9525770,1.6,198,166,87
2456,-11.6357230,166.9526410,1.6,195,166,86
2457,-11.6357830,166.9527160,1.6,192,166,86
2458,-11.6358460,166.9527800,1.6,201,166,87
2459,-11.6359110,166.9528340,1.6,194,166,86
2460,-11.6359790,166.9528990,1.6,197,166,86
2461,-11.6360460,166.9529410,1.6,204,165,86
2462,-11.6361160,166.9530060,1.6,204,166,86
2463,-11.6361870,166.9530700,1.6,201,166,87
2464,-11.6362580,166.9531130,1.6,211,166,87
2465,-11.6363290,166.9531770,1.6,208,166,87
2466,-11.6364030,166.9532200,1.6,218,165,89
2467,-11.6364750,166.9532630,1.6,204,166,88
2468,-11.6365480,166.9533280,1.6,199,165,88
2469,-11.6366220,166.9533710,1.6,202,166,87
2470,-11.6366940,166.9534350,1.6,203,166,87
2471,-11.6367680,166.9534780,1.6,205,166,86
2472,-11.6368420,166.9535210,1.6,214,166,87
2473,-11.6369140,166.9535850,1.6,203,166,88
2474,-11.6369840,166.9536280,1.6,195,166,87
2475,-11.6370550,166.9536920,1.6,205,166,86
2476,-11.6371230,166.9537570,1.6,212,166,86
2477,-11.6371920,166.9538100,1.6,201,166,88
2478,-11.6372550,166.9538750,1.6,204,166,87
2479,-11.6373140,166.9539390,1.6,212,166,87
2480,-11.6373660,166.9540140,1.6,201,166,88
2481,-11.6374040,166.9540890,1.6,192,166,87
2482,-11.6374210,166.9541860,1.8,203,166,88
2483,-11.6374140,166.9542720,1.8,202,165,87
2484,-11.6373860,166.9543470,1.8,179,165,88
2485,-11.6373430,166.9544220,2.0,179,166,88
2486,-11.6372900,166.9544860,2.0,200,165,86
2487,-11.6372290,166.9545510,2.2,213,165,86
2488,-11.6371660,166.9546040,2.2,199,165,87
2489,-11.6371000,166.9546580,2.4,200,165,86
2490,-11.6370330,166.9547010,2.4,197,165,86
2491,-11.6369660,166.9547440,2.6,195,166,86
2492,-11.6368980,166.9547980,2.6,189,166,86
2493,-11.6368320,166.9548400,2.8,196,166,86
2494,-11.6367650,166.9548830,2.8,212,166,86
2495,-11.6366990,166.9549260,3.0,198,165,86
2496,-11.6366400,166.9549910,3.0,205,166,86
2497,-11.6365910,166.9550550,3.2,206,166,87
2498,-11.6365640,166.9551300,3.4,199,165,86
2499,-11.6365490,166.9552050,3.6,208,166,86
2500,-11.6365630,166.9552800,4.0,213,166,87
2501,-11.6366110,166.9553230,4.2,207,166,87
2502,-11.6366730,166.9553770,4.2,210,166,87
2503,-11.6367410,166.9553880,4.4,204,165,87
2504,-11.6368090,166.9554200,4.4,198,166,88
2505,-11.6368800,166.9554310,4.6,189,165,87
2506,-11.6369520,166.9554520,4.6,198,166,86
2507,-11.6370240,166.9554520,4.6,199,166,86
2508,-11.6370980,166.9554630,4.6,197,166,86
2509,-11.6371670,166.9554950,4.8,201,166,86
2510,-11.6372050,166.9555590,4.8,196,166,87
2511,-11.6372160,166.9556340,4.8,191,166,86
2512,-11.6372080,166.9557090,4.6,197,166,86
2513,-11.6371940,166.9557850,4.6,194,166,86
2514,-11.6371800,166.9558600,4.6,205,165,86
2515,-11.6371650,166.9559350,4.6,194,165,88
2516,-11.6371490,166.9560100,4.6,194,166,88
2517,-11.6371310,166.9561060,4.6,197,165,86
2518,-11.6371150,166.9561820,4.6,199,166,86
2519,-11.6371000,166.9562570,4.4,199,166,86
2520,-11.6370860,166.9563530,4.4,204,165,86
2521,-11.6370710,166.9564280,4.4,215,166,86
2522,-11.6370560,166.9565140,4.4,198,166,87
2523,-11.6370410,166.9565890,4.2,205,166,86
2524,-11.6370240,166.9566860,4.2,201,166,86
2525,-11.6370070,166.9567720,4.0,209,166,87
2526,-11.6369880,166.9568570,4.0,207,166,87
2527,-11.6369660,166.9569430,3.6,200,166,86
2528,-11.6369440,166.9570400,3.4,210,166,86
2529,-11.6369190,166.9571260,3.0,178,166,88
2530,-11.6368980,166.9572220,2.8,167,166,87
2531,-11.6368780,166.9573300,2.4,182,166,88
2532,-11.6368560,166.9574150,2.2,227,166,86
2533,-11.6368360,166.9575230,1.8,160,166,86
2534,-11.6368210,166.9576300,1.6,203,166,88
2535,-11.6368120,166.9577260,1.4,180,166,83
2536,-11.6368050,166.9578340,1.2,208,166,84
2537,-11.6368000,166.9579300,1.0,216,165,87
2538,-11.6367990,166.9580380,0.8,187,165,86
2539,-11.6368010,166.9581450,0.6,190,165,85
2540,-11.6368130,166.9582520,0.4,199,166,85
2541,-11.6368310,166.9583590,0.4,200,165,84
2542,-11.6368510,166.9584670,0.4,204,165,84
2543,-11.6368750,166.9585630,0.4,193,166,84
2544,-11.6369020,166.9586710,0.4,187,165,84
2545,-11.6369340,166.9587560,0.4,196,165,84
2546,-11.6369690,166.9588640,0.4,208,164,85
2547,-11.6370070,166.9589600,0.4,202,164,85
2548,-11.6370520,166.9590350,0.6,215,164,86
2549,-11.6370990,166.9591210,0.6,195,164,87
2550,-11.6371500,166.9592070,0.6,192,164,86
2551,-11.6372040,166.9592930,0.6,196,164,85
2552,-11.6372590,166.9593680,0.6,194,163,85
2553,-11.6373160,166.9594430,0.6,203,163,85
2554,-11.6373770,166.9595180,0.6,185,163,85
2555,-11.6374380,166.9595830,0.6,183,164,84
2556,-11.6375040,166.9596580,0.6,205,163,85
2557,-11.6375720,166.9597220,0.6,205,163,85
2558,-11.6376440,166.9597860,0.6,215,163,87
2559,-11.6377130,166.9598400,0.6,205,163,88
2560,-11.6377820,166.9599040,0.6,203,164,88
2561,-11.6378620,166.9599470,0.6,211,163,88
2562,-11.6379450,166.9599900,0.6,207,164,88
2563,-11.6380270,166.9600440,0.6,192,164,87
2564,-11.6381090,166.9600760,0.6,197,164,86
2565,-11.6381920,166.9601190,0.6,198,164,87
2566,-11.6382740,166.9601620,0.6,197,163,87
2567,-11.6383560,166.9601940,0.6,213,164,90
2568,-11.6384390,166.9602370,0.6,156,164,90
2569,-11.6385220,166.9602690,0.6,160,164,82
2570,-11.6386080,166.9603010,0.6,186,164,80
2571,-11.6386910,166.9603340,0.6,189,164,82
2572,-11.6387750,166.9603660,0.6,193,164,85
2573,-11.6388590,166.9603770,0.6,202,165,87
2574,-11.6389440,166.9604090,0.6,197,165,86
2575,-11.6390260,166.9604410,0.6,196,165,86
2576,-11.6391110,166.9604730,0.8,208,165,87
2577,-11.6391930,166.9604840,1.0,207,165,86
2578,-11.6392740,166.9605160,1.0,202,165,86
2579,-11.6393590,166.9605270,1.0,190,166,86
2580,-11.6394430,166.9605480,0.8,196,166,85
2581,-11.6395260,166.9605800,0.6,197,166,85
2582,-11.6396140,166.9605910,0.6,198,165,86
2583,-11.6397020,166.9606020,0.2,214,166,86
2584,-11.6397930,166.9606230,-0.2,199,165,86
2585,-11.6398870,166.9606340,-0.6,197,165,86
2586,-11.6399840,166.9606550,-0.8,195,166,86
2587,-11.6400820,166.9606770,-1.2,195,165,85
2588,-11.6401820,166.9606980,-1.6,200,165,85
2589,-11.6402840,166.9607090,-2.0,199,165,85
2590,-11.6403870,166.9607310,-2.4,194,165,85
2591,-11.6404920,166.9607630,-2.8,205,165,85
2592,-11.6405990,166.9607730,-3.2,205,165,85
2593,-11.6407080,166.9607840,-3.6,199,164,85
2594,-11.6408180,166.9608160,-4.0,201,164,86
2595,-11.6409280,166.9608380,-4.4,204,164,86
2596,-11.6410410,166.9608490,-4.8,211,165,87
2597,-11.6411530,166.9608810,-5.2,194,165,87
2598,-11.6412670,166.9608910,-5.6,200,164,86
2599,-11.6413800,166.9609240,-5.8,210,164,86
2600,-11.6414910,166.9609560,-5.8,209,164,85
2601,-11.6416010,166.9609880,-6.0,206,165,85
2602,-11.6417120,166.9609990,-6.0,215,165,85
2603,-11.6418210,166.9610310,-6.0,199,165,89
2604,-11.6419270,166.9610630,-5.8,193,164,94
2605,-11.6420300,166.9610950,-5.8,197,164,93
2606,-11.6421300,166.9611280,-5.8,203,164,92
2607,-11.6422260,166.9611700,-5.6,201,164,91
2608,-11.6423190,166.9612130,-5.6,200,164,91
2609,-11.6424040,166.9612780,-5.6,200,164,91
2610,-11.6424860,166.9613210,-5.6,197,164,91
2611,-11.6425630,166.9613960,-5.4,212,164,90
2612,-11.6426310,166.9614600,-5.4,204,164,91
2613,-11.6426930,166.9615350,-5.4,204,164,91
2614,-11.6427480,166.9616320,-5.4,206,165,91
2615,-11.6427990,166.9617070,-5.4,190,164,92
2616,-11.6428440,166.9617930,-5.4,202,164,91
2617,-11.6428890,166.9618680,-5.4,196,165,91
2618,-11.6429290,166.9619640,-5.4,190,165,91
2619,-11.6429690,166.9620500,-5.4,193,165,91
2620,-11.6430070,166.9621360,-5.4,196,165,90
2621,-11.6430440,166.9622220,-5.4,204,165,91
2622,-11.6430830,166.9623180,-5.4,205,165,91
2623,-11.6431210,166.9623940,-5.4,197,165,91
2624,-11.6431600,166.9624790,-5.4,194,165,91
2625,-11.6432010,166.9625540,-5.4,199,165,91
2626,-11.6432450,166.9626510,-5.4,199,165,91
2627,-11.6432920,166.9627260,-5.4,206,165,92
2628,-11.6433450,166.9628010,-5.4,196,165,92
2629,-11.6434020,166.9628660,-5.4,197,165,92
2630,-11.6434670,166.9629410,-5.4,210,165,92
2631,-11.6435320,166.9630050,-5.4,205,165,92
2632,-11.6436010,166.9630590,-5.4,202,166,92
2633,-11.6436700,166.9631120,-5.4,188,166,91
2634,-11.6437440,166.9631660,-5.4,191,165,91
2635,-11.6438170,166.9632200,-5.4,189,165,89
2636,-11.6438940,166.9632630,-5.4,183,165,89
2637,-11.6439720,166.9633050,-5.4,182,165,88
2638,-11.6440510,166.9633480,-5.4,191,165,88
2639,-11.6441330,166.9633810,-5.4,203,164,89
2640,-11.6442160,166.9634130,-5.4,191,164,90
2641,-11.6442990,166.9634450,-5.4,181,163,88
2642,-11.6443850,166.9634770,-5.4,177,163,88
2643,-11.6444720,166.9634880,-5.4,191,163,89
2644,-11.6445600,166.9635090,-5.4,194,163,90
2645,-11.6446480,166.9635090,-5.4,190,163,89
2646,-11.6447350,166.9635200,-5.4,203,163,90
2647,-11.6448240,166.9635090,-5.4,195,162,91
2648,-11.6449110,166.9635090,-5.4,182,162,90
2649,-11.6449980,166.9634880,-5.4,190,162,90
2650,-11.6450840,166.9634770,-5.4,199,162,89
2651,-11.6451670,166.9634450,-5.4,198,162,88
2652,-11.6452520,166.9634230,-5.4,220,163,89
2653,-11.6453320,166.9633810,-5.4,210,163,90
2654,-11.6454110,166.9633480,-5.4,205,163,89
2655,-11.6454900,166.9633050,-5.4,209,162,89
2656,-11.6455650,166.9632630,-5.4,198,163,88
2657,-11.6456390,166.9632200,-5.4,205,163,88
2658,-11.6457120,166.9631660,-5.4,205,163,87
2659,-11.6457810,166.9631120,-5.4,198,163,87
2660,-11.6458440,166.9630480,-5.4,214,163,88
2661,-11.6459060,166.9629840,-5.4,226,163,90
2662,-11.6459650,166.9629090,-5.4,230,163,92
2663,-11.6460230,166.9628440,-5.4,212,162,91
2664,-11.6460780,166.9627690,-5.4,212,162,92
2665,-11.6461340,166.9626940,-5.4,202,162,90
2666,-11.6461880,166.9626400,-5.4,198,162,90
2667,-11.6462410,166.9625540,-5.4,205,162,91
2668,-11.6462940,166.9624790,-5.4,205,162,91
2669,-11.6463470,166.9624260,-5.4,223,162,91
2670,-11.6464010,166.9623510,-5.4,212,161,90
2671,-11.6464550,166.9622650,-5.4,212,162,90
2672,-11.6465070,166.9621900,-5.4,217,161,90
2673,-11.6465620,166.9621360,-5.4,217,161,90
2674,-11.6466180,166.9620500,-5.4,205,161,91
2675,-11.6466760,166.9619750,-5.4,173,162,87
2676,-11.6467340,166.9619210,-5.4,185,161,86
